User_ID,Profile_ID,Profile_Type,Age_Group,Gender,Country,Region,City,Language,Interface_Language,Subscription_Plan,Monthly_Fee_USD,Signup_Date,Last_Payment_Date,Payment_Method,Account_Age_Days,Is_Free_Trial,Trial_Converted,Profiles_Count,Simultaneous_Streams_Allowed,Content_ID,Title,Content_Type,Genre,Original_Language,Content_Origin,Release_Year,Age_Rating,Season_Count,Episode_Count,Watch_Date,Day_of_Week,Watch_Start_Hour,Watch_Duration_Min,Content_Duration_Min,Completion_Rate_Pct,Watch_Status,Rewatched,Subtitles_Used,Audio_Language,Rating_Given,Thumbs_Up_Count,Thumbs_Down_Count,Added_To_Watchlist,Shared_Content,Downloaded_Offline,Notification_Pref,Autoplay_Enabled,Skip_Intro_Used,Skip_Recap_Used,Device_Type,Platform,Stream_Quality,Audio_Quality,Buffering_Events,Avg_Bitrate_Mbps,Data_Used_GB,Connection_Type,HDR_Enabled,Dolby_Enabled,Director,Lead_Actor,Content_Mood,IMDB_Rating,Rotten_Tomatoes_Score,Netflix_Score,Global_Rank,Country_Rank,Views_First_Week_M,Total_Views_M,Segment,Churn_Risk,Satisfaction,NPS_Score,Days_Since_Last_Watch,Avg_Weekly_Watch_Hours,Monthly_Sessions,Content_Explored_Count,Search_Count,Recommendation_Clicked,Revenue_USD,Discount_Applied,Discount_Amount_USD,Ad_Revenue_USD,Affiliate_Revenue_USD,LTV_USD,Cost_To_Serve_USD,Gross_Margin_USD,Refund_Issued,Refund_Amount_USD,Referral_Source,Campaign_ID,Promo_Code_Used,Promo_Code,Cancel_Reason,Reactivated,Reactivation_Date,Support_Tickets,Avg_Resolution_Hours,Fiscal_Quarter
USR968286,PRF989053,Shared,18-24,Male,USA,South Asia,Delhi,English,English,Mobile,1.8,2021-12-05,2024-11-22,Net Banking,1083,No,Yes,4,1,CNT497687,Stranger Things,Movie,Animation,Italian,Licensed,2021,A,1,1,2023-01-13,Friday,0,75,155,48.4,In Progress,No,Always,English,3.1,359,21,Yes,No,No,None,No,Yes,Yes,Mobile,Tizen,Dolby Vision,Surround 5.1,3,5.2,0.81,5G,Yes,Yes,Martin Scorsese,Jitendra Kumar,Feel Good,6.3,72,87,46,7,137.8,820.9,Casual Viewer,High,Very Satisfied,-47,18,6.2,53,183,25,Yes,0.35,No,0,0.53,0.4,52.2,2.9,-2.55,No,0,Google Search,CMP270341,Yes,NF5914,Not Applicable,Yes,2024-12-14,4,11.9,FY2023-Q1
USR195966,PRF105447,Adult,25-34,Non-Binary,France,Africa,Accra,German,Spanish,Mobile,1.8,2020-08-13,2024-06-26,UPI,1413,Yes,Yes,4,1,CNT207197,Dark,Series,Romance,Tamil,Netflix Original,2024,U,5,45,2023-12-01,Friday,0,62,89,69.7,In Progress,Yes,Sometimes,German,3.0,285,71,No,Yes,Yes,All,No,Yes,No,Tablet,Android,1080p,Surround 5.1,1,19.42,2.51,3G,Yes,Yes,Marta Kauffman,Omar Sy,Intense,6.6,100,84,111,12,102.3,727.9,Re-Activated,Very High,Satisfied,-65,8,12.4,32,38,4,Yes,0.26,Yes,3.71,0.16,0.15,91.8,2.46,-2.2,Yes,1.59,App Store,CMP389366,No,None,Too Expensive,No,Not Applicable,3,14.7,FY2023-Q4
USR672133,PRF288667,Shared,25-34,Male,Japan,Africa,Lagos,German,Korean,Basic,2.4,2020-02-19,2024-02-24,Debit Card,1466,Yes,No,1,1,CNT559753,Mirzapur,Anime,Crime,Portuguese,Licensed,2020,U,4,32,2024-03-16,Saturday,20,39,172,22.7,In Progress,No,Never,German,2.2,71,81,No,Yes,No,None,Yes,No,No,Smart TV,Fire TV,Dolby Vision,Surround 5.1,5,7.64,0.62,Broadband,No,No,Jenji Kohan,Millie Bobby Brown,Suspenseful,7.7,84,72,123,21,27.5,134.3,Re-Activated,Low,Very Satisfied,96,7,26.5,23,43,41,Yes,0.56,No,0,1.94,0.78,62.4,1.44,-0.88,No,0,Partner Deal,CMP776364,Yes,NF4273,Temporary Pause,No,Not Applicable,5,31.2,FY2024-Q1
USR355761,PRF641058,Teen,13-17,Female,Brazil,Africa,Cape Town,Italian,Hindi,Mobile,1.8,2016-02-08,2024-05-12,UPI,3016,Yes,Yes,4,1,CNT687044,Sacred Games,Reality Show,Sci-Fi,Tamil,Licensed,2023,U/A 16+,1,1,2023-06-04,Sunday,11,20,26,76.9,In Progress,Yes,Sometimes,Spanish,1.4,95,81,No,No,Yes,None,Yes,No,No,Tablet,Android,720p,Stereo,3,13.27,0.55,5G,Yes,Yes,Jenji Kohan,Jenna Ortega,Suspenseful,6.9,45,67,187,10,52.9,233.6,Binge Watcher,Medium,Dissatisfied,-71,8,27.0,32,136,40,No,0.28,Yes,2.47,1.39,0.32,45.0,0.61,-0.33,Yes,1.02,Partner Deal,CMP507517,Yes,NF3692,Not Applicable,No,Not Applicable,4,19.1,FY2023-Q2
USR688861,PRF629990,Shared,35-44,Prefer Not to Say,Japan,North America,Toronto,Portuguese,Korean,Mobile,1.8,2022-07-15,2024-03-09,Net Banking,603,No,Yes,1,1,CNT535820,Dark,Stand-Up,Comedy,Spanish,Co-Production,2020,U/A 16+,1,1,2024-12-11,Wednesday,4,104,150,69.3,In Progress,No,Always,Hindi,2.7,289,3,Yes,No,Yes,Recommendations Only,Yes,No,Yes,Tablet,Fire TV,Dolby Vision,Dolby Atmos,10,23.3,5.05,WiFi,Yes,No,Jenji Kohan,Shefali Shah,Suspenseful,5.6,64,87,48,32,95.7,707.6,Churned,Low,Dissatisfied,39,6,39.6,7,189,41,Yes,0.21,Yes,2.7,0.28,0.31,61.2,2.05,-1.84,No,0,Google Search,CMP133796,Yes,NF4196,Technical Issues,Yes,2024-05-11,3,13.0,FY2024-Q4
USR898462,PRF984532,Teen,13-17,Prefer Not to Say,Germany,Africa,Lagos,German,Hindi,Basic,2.4,2017-05-09,2024-10-28,Gift Card,2729,No,Yes,5,1,CNT763121,Bird Box,Reality Show,Thriller,Tamil,Licensed,2017,U/A 16+,1,1,2023-07-31,Monday,6,23,35,65.7,In Progress,No,Sometimes,Hindi,2.4,324,98,Yes,No,No,None,No,No,No,Laptop,Android,480p,Dolby Atmos,8,24.64,1.18,3G,No,Yes,Jenji Kohan,Jason Bateman,Light-Hearted,6.3,74,70,83,46,44.6,284.0,Power User,Medium,Dissatisfied,-32,10,33.2,22,141,36,Yes,0.55,Yes,1.11,1.5,0.41,21.6,2.98,-2.43,Yes,1.98,Partner Deal,CMP993829,Yes,NF6277,Content Not Interesting,Yes,2023-09-13,3,37.9,FY2023-Q3
USR542828,PRF827744,Teen,13-17,Female,USA,South Asia,Mumbai,German,English,Premium,7.82,2015-03-08,2024-03-04,Debit Card,3284,Yes,No,4,4,CNT501677,Stranger Things,Reality Show,Action,Spanish,Netflix Original,2019,U,1,1,2023-06-12,Monday,8,28,43,65.1,In Progress,Yes,Sometimes,Japanese,2.0,451,38,Yes,No,Yes,None,Yes,Yes,Yes,Gaming Console,Web,4K HDR,Surround 5.1,3,11.02,0.64,Fiber,Yes,Yes,Scott Stuber,Lily Collins,Funny,6.7,97,70,14,26,94.2,722.6,Casual Viewer,Low,Very Satisfied,-65,24,5.4,47,99,22,No,0.78,Yes,0.5,0.95,0.13,156.4,1.8,-1.02,No,0,Google Search,CMP929504,No,None,Too Expensive,Yes,2023-01-09,1,12.3,FY2023-Q2
USR400404,PRF759104,Shared,45-54,Prefer Not to Say,UK,South Asia,Mumbai,Portuguese,Korean,Mobile,1.8,2022-05-20,2024-06-03,Net Banking,745,Yes,Yes,4,1,CNT186431,Emily in Paris,Movie,Action,German,Co-Production,2021,A,1,1,2023-04-26,Wednesday,7,23,147,15.6,Dropped,Yes,Sometimes,Hindi,3.1,158,10,Yes,Yes,No,Recommendations Only,Yes,No,No,Desktop,Tizen,480p,Stereo,5,13.89,0.67,WiFi,No,Yes,Reed Hastings,Lily Collins,Feel Good,9.4,63,80,34,25,129.3,818.6,Binge Watcher,Medium,Very Satisfied,-97,22,5.9,1,42,31,No,0.21,No,0,1.91,0.77,12.6,1.97,-1.76,Yes,1.21,Partner Deal,CMP642347,No,None,Temporary Pause,Yes,2023-03-03,5,12.8,FY2023-Q2
USR536476,PRF855276,Adult,55+,Non-Binary,Spain,Asia Pacific,Seoul,French,Japanese,Standard,6.01,2019-10-25,2024-05-19,Credit Card,1668,Yes,No,5,2,CNT699298,Bird Box,Series,Sci-Fi,German,Licensed,2023,U,3,18,2024-05-26,Sunday,18,28,62,45.2,In Progress,Yes,Always,Korean,1.6,411,66,Yes,No,Yes,Recommendations Only,No,No,No,Smart TV,Fire TV,480p,Surround 5.1,0,1.58,0.09,4G,No,No,Marta Kauffman,Lee Jung-jae,Funny,8.5,97,96,173,47,18.2,141.9,Binge Watcher,Very High,Satisfied,87,28,22.1,51,63,9,Yes,1.62,Yes,0.71,0.73,0.92,102.17,2.83,-1.21,Yes,3.77,App Store,CMP125071,Yes,NF6272,Content Not Interesting,No,Not Applicable,1,26.2,FY2024-Q2
USR834764,PRF972310,Teen,13-17,Non-Binary,Japan,South Asia,Mumbai,Japanese,French,Premium,7.82,2023-04-12,2024-06-06,UPI,421,Yes,Yes,5,4,CNT344959,Dark,Reality Show,Sci-Fi,English,Netflix Original,2017,U/A 7+,1,1,2024-12-29,Sunday,8,7,43,16.3,Dropped,Yes,Never,Hindi,4.7,79,13,Yes,No,No,Recommendations Only,No,Yes,No,Mobile,Fire TV,1080p,Surround 5.1,9,2.84,0.04,5G,Yes,Yes,David Fincher,Pankaj Tripathi,Thought-Provoking,9.0,73,86,180,24,69.3,544.5,Re-Activated,Low,Satisfied,-17,4,4.1,16,92,25,Yes,0.86,No,0,0.15,0.57,258.06,2.16,-1.3,Yes,2.61,TV Ad,CMP413357,No,None,Technical Issues,No,Not Applicable,2,39.5,FY2024-Q4
USR296242,PRF388339,Adult,35-44,Non-Binary,Brazil,Europe,London,German,Hindi,Mobile,1.8,2020-03-07,2024-02-22,Credit Card,1447,Yes,Yes,1,1,CNT743937,Money Heist,Documentary,Thriller,Korean,Co-Production,2021,A,1,1,2024-01-17,Wednesday,21,21,41,51.2,In Progress,Yes,Never,French,4.7,255,52,No,Yes,Yes,Recommendations Only,No,Yes,No,Mobile,Tizen,Dolby Vision,Stereo,5,3.5,0.15,3G,No,No,Jenji Kohan,Pankaj Tripathi,Funny,5.3,44,72,166,29,121.6,277.5,Binge Watcher,High,Dissatisfied,-31,5,1.5,39,57,1,No,0.52,Yes,1.26,1.15,0.82,55.8,1.74,-1.22,No,0,Social Media,CMP947935,Yes,NF6799,Content Not Interesting,No,Not Applicable,3,25.6,FY2024-Q1
USR286080,PRF941403,Adult,18-24,Non-Binary,UK,Africa,Addis Ababa,English,English,Standard,6.01,2020-12-25,2024-01-29,Debit Card,1130,Yes,No,3,2,CNT715104,You,Mini-Series,Thriller,Korean,Co-Production,2024,U/A 7+,3,36,2024-12-15,Sunday,11,12,171,7.0,Dropped,Yes,Never,Japanese,3.8,491,9,No,No,Yes,Recommendations Only,No,No,Yes,Mobile,Roku,4K HDR,Dolby Atmos,7,13.78,0.34,5G,Yes,No,Alfonso Cuarón,Henry Cavill,Intense,6.6,76,96,37,37,142.3,1225.5,Power User,High,Neutral,-68,5,29.3,45,147,25,Yes,0.71,Yes,0.91,0.47,0.22,234.39,1.69,-0.98,No,0,Word of Mouth,CMP731650,No,None,Not Applicable,Yes,2023-05-14,2,44.2,FY2024-Q4
USR434198,PRF373812,Teen,13-17,Male,Mexico,Middle East,Riyadh,Hindi,Spanish,Premium,7.82,2016-07-30,2024-06-18,Debit Card,2880,Yes,Yes,3,4,CNT493696,The Witcher,Mini-Series,Comedy,Japanese,Netflix Original,2022,U,1,8,2023-08-03,Thursday,7,27,37,73.0,In Progress,Yes,Sometimes,Tamil,2.0,314,61,Yes,No,Yes,None,No,Yes,Yes,Smart TV,Windows,720p,Stereo,6,12.58,0.71,3G,No,No,Martin Scorsese,Lee Jung-jae,Dark,5.5,40,63,99,29,110.2,1073.1,New User,Very High,Very Dissatisfied,40,26,19.9,4,93,0,No,1.28,No,0,0.2,0.48,328.44,2.13,-0.85,Yes,2.11,Social Media,CMP408857,No,None,Too Expensive,Yes,2023-02-04,5,30.2,FY2023-Q3
USR538967,PRF661527,Teen,13-17,Prefer Not to Say,India,Latin America,Mexico City,Tamil,Hindi,Basic,2.4,2016-11-30,2024-11-22,Net Banking,2914,No,Yes,1,1,CNT413369,Breaking Bad,Series,Horror,Portuguese,Netflix Original,2022,U/A 16+,4,44,2023-09-29,Friday,2,104,159,65.4,In Progress,Yes,Never,Tamil,1.7,461,66,Yes,Yes,No,All,Yes,Yes,Yes,Mobile,Android,4K HDR,Stereo,3,21.01,4.55,Fiber,No,Yes,David Fincher,Shefali Shah,Thought-Provoking,9.0,63,71,115,3,40.2,219.2,Binge Watcher,Low,Very Satisfied,-1,17,16.2,21,71,33,No,0.49,Yes,3.89,1.33,0.09,67.2,2.52,-2.03,No,0,Email Campaign,CMP112964,Yes,NF7342,Temporary Pause,Yes,2024-07-20,5,30.1,FY2023-Q3
USR999924,PRF830000,Adult,35-44,Male,India,Middle East,Istanbul,Korean,Hindi,Mobile,1.8,2021-04-23,2024-02-21,UPI,1034,No,Yes,5,1,CNT879850,Cobra Kai,Anime,Documentary,French,Licensed,2021,U/A 13+,6,54,2024-08-08,Thursday,19,14,141,9.9,Dropped,No,Never,Portuguese,1.7,309,82,Yes,Yes,No,All,No,No,No,Smart TV,Web,480p,Surround 5.1,5,17.42,0.51,Fiber,No,Yes,Jenji Kohan,Jitendra Kumar,Feel Good,6.8,79,98,175,45,60.9,296.2,Casual Viewer,Medium,Satisfied,-86,7,1.8,4,93,45,Yes,0.16,No,0,1.84,0.9,12.6,1.34,-1.18,No,0,Google Search,CMP486244,No,None,Technical Issues,No,Not Applicable,3,24.5,FY2024-Q3
USR494763,PRF992952,Shared,18-24,Non-Binary,USA,South Asia,Mumbai,German,Spanish,Basic,2.4,2020-04-27,2024-10-27,Debit Card,1644,No,Yes,3,1,CNT589368,Bridgerton,Stand-Up,Comedy,French,Licensed,2015,A,1,1,2024-01-31,Wednesday,1,59,61,96.7,Completed,No,Never,Hindi,3.3,3,65,No,No,No,None,Yes,No,Yes,Laptop,webOS,1080p,Surround 5.1,6,13.08,1.61,5G,No,Yes,David Fincher,Omar Sy,Light-Hearted,9.3,94,74,166,15,102.0,386.3,New User,Very High,Neutral,74,4,29.0,42,128,18,No,0.65,Yes,2.63,0.26,0.17,136.8,0.52,0.13,No,0,App Store,CMP524252,No,None,Technical Issues,No,Not Applicable,3,35.5,FY2024-Q1
USR412848,PRF533174,Adult,25-34,Male,UK,Middle East,Doha,Spanish,Hindi,Premium,7.82,2022-07-14,2024-07-02,Debit Card,719,No,Yes,2,4,CNT459315,Roma,Mini-Series,Horror,Hindi,Licensed,2022,A,2,22,2023-09-22,Friday,23,51,163,31.3,In Progress,No,Always,Japanese,4.8,441,91,Yes,Yes,No,Recommendations Only,Yes,No,Yes,Smart TV,Fire TV,1080p,Stereo,6,19.81,2.1,4G,Yes,No,Ryan Murphy,Jenna Ortega,Romantic,9.0,81,65,57,23,34.3,305.5,Re-Activated,Very High,Dissatisfied,9,30,19.4,1,10,34,Yes,1.2,No,0,1.17,0.46,101.66,1.68,-0.48,Yes,4.22,TV Ad,CMP491225,Yes,NF7253,Temporary Pause,Yes,2024-05-27,0,42.9,FY2023-Q3
USR782141,PRF930605,Teen,13-17,Male,UK,Africa,Addis Ababa,Portuguese,Korean,Mobile,1.8,2022-01-10,2024-05-07,UPI,848,Yes,No,3,1,CNT908713,The Crown,Series,Documentary,Italian,Co-Production,2024,A,3,21,2023-03-08,Wednesday,1,42,96,43.8,In Progress,Yes,Never,English,2.8,338,13,Yes,Yes,Yes,Recommendations Only,No,No,Yes,Gaming Console,webOS,4K HDR,Dolby Atmos,7,9.3,0.81,4G,Yes,Yes,Martin Scorsese,Jason Bateman,Dark,7.3,73,81,112,44,149.3,658.9,Re-Activated,High,Very Dissatisfied,55,22,5.9,54,27,32,Yes,0.22,No,0,0.04,0.22,25.2,1.03,-0.81,Yes,1.47,Google Search,CMP219550,No,None,Not Applicable,Yes,2023-05-07,0,24.1,FY2023-Q1
USR874415,PRF221531,Shared,45-54,Male,Spain,Middle East,Riyadh,English,English,Premium,7.82,2018-04-24,2024-03-23,Debit Card,2160,Yes,No,2,4,CNT795578,Red Notice,Talk Show,Romance,Korean,Co-Production,2015,U/A 7+,1,1,2023-01-14,Saturday,21,12,42,28.6,In Progress,No,Sometimes,German,4.3,489,79,No,Yes,No,Recommendations Only,Yes,Yes,No,Tablet,Fire TV,1080p,Surround 5.1,4,16.29,0.41,Fiber,No,No,David Fincher,Álvaro Morte,Intense,8.0,49,65,200,33,12.2,93.3,Re-Activated,Low,Satisfied,-74,13,36.5,31,146,43,No,1.41,No,0,0.53,0.05,453.56,0.94,0.47,Yes,6.81,Word of Mouth,CMP741018,No,None,Technical Issues,No,Not Applicable,3,37.5,FY2023-Q1
USR446968,PRF391668,Adult,35-44,Male,South Korea,Middle East,Dubai,Italian,Hindi,Premium,7.82,2019-12-11,2024-01-24,Gift Card,1505,Yes,No,3,4,CNT774567,Stranger Things,Documentary,Romance,Italian,Licensed,2023,U/A 16+,1,1,2024-12-05,Thursday,22,29,178,16.3,Dropped,Yes,Always,German,2.7,227,73,No,Yes,No,Recommendations Only,No,Yes,No,Desktop,Android,480p,Surround 5.1,8,22.36,1.35,3G,Yes,Yes,Ryan Murphy,Pankaj Tripathi,Thought-Provoking,8.3,70,82,170,44,96.6,267.0,Churned,Medium,Dissatisfied,-13,11,33.1,53,58,29,No,1.68,Yes,3.4,0.31,0.85,469.2,1.74,-0.06,Yes,1.51,Partner Deal,CMP904694,No,None,Content Not Interesting,No,Not Applicable,4,29.0,FY2024-Q4
USR717942,PRF628689,Teen,13-17,Female,Germany,South Asia,Bangalore,German,English,Mobile,1.8,2023-07-08,2024-12-03,Gift Card,514,Yes,Yes,3,1,CNT871976,Sacred Games,Stand-Up,Animation,Italian,Netflix Original,2020,A,1,1,2024-12-19,Thursday,3,10,31,32.3,In Progress,No,Never,German,3.0,473,65,Yes,Yes,Yes,All,No,No,No,Tablet,Tizen,1080p,Surround 5.1,6,5.78,0.12,5G,No,No,David Fincher,Jenna Ortega,Romantic,8.7,87,86,28,17,92.0,284.7,Churned,High,Very Dissatisfied,-20,22,29.6,36,162,13,Yes,0.47,Yes,3.73,0.22,0.41,82.8,2.59,-2.12,Yes,1.62,Word of Mouth,CMP754487,No,None,Not Applicable,No,Not Applicable,5,14.3,FY2024-Q4
USR635740,PRF922405,Shared,45-54,Non-Binary,South Korea,Asia Pacific,Seoul,English,French,Mobile,1.8,2023-07-14,2024-06-29,Net Banking,351,No,Yes,5,1,CNT536801,Mindhunter,Reality Show,Animation,French,Co-Production,2021,U/A 13+,1,1,2023-01-14,Saturday,16,6,47,12.8,Dropped,Yes,Always,French,2.5,103,79,No,Yes,No,None,Yes,Yes,No,Tablet,Web,480p,Stereo,10,6.64,0.08,4G,Yes,No,Shonda Rhimes,Jason Bateman,Thought-Provoking,5.2,43,72,69,49,118.0,1163.5,Churned,High,Satisfied,-59,18,33.9,1,85,29,Yes,0.48,No,0,0.41,0.54,50.4,2.54,-2.06,Yes,1.49,Social Media,CMP261169,No,None,Content Not Interesting,Yes,2024-10-24,2,28.9,FY2023-Q1
USR504620,PRF369054,Shared,35-44,Non-Binary,Spain,Africa,Addis Ababa,English,Portuguese,Mobile,1.8,2023-10-17,2024-12-28,UPI,438,No,Yes,5,1,CNT639292,Dark,Mini-Series,Animation,Hindi,Co-Production,2023,U/A 16+,2,18,2024-07-10,Wednesday,17,16,123,13.0,Dropped,No,Always,French,2.4,459,83,Yes,No,Yes,All,Yes,Yes,Yes,Mobile,Tizen,4K HDR,Stereo,9,13.5,0.45,4G,No,Yes,David Fincher,Millie Bobby Brown,Funny,9.0,82,81,85,24,44.7,428.1,Re-Activated,High,Very Satisfied,-78,2,2.6,51,65,35,Yes,0.54,Yes,1.02,0.69,0.24,84.6,2.03,-1.49,Yes,1.77,Partner Deal,CMP961530,No,None,Too Expensive,No,Not Applicable,1,43.8,FY2024-Q3
USR105274,PRF700538,Shared,55+,Prefer Not to Say,Germany,Latin America,Bogotá,Italian,Portuguese,Mobile,1.8,2019-05-15,2024-12-10,Credit Card,2036,Yes,Yes,5,1,CNT419491,Wednesday,Movie,Comedy,Japanese,Netflix Original,2023,U/A 13+,1,1,2023-04-19,Wednesday,9,82,97,84.5,In Progress,Yes,Sometimes,Italian,1.3,72,20,Yes,Yes,No,All,Yes,Yes,Yes,Gaming Console,Fire TV,Dolby Vision,Stereo,3,3.84,0.66,5G,Yes,No,Ryan Murphy,Lee Jung-jae,Funny,8.4,68,84,102,43,5.6,15.8,Binge Watcher,High,Satisfied,71,20,9.8,19,159,4,Yes,0.3,No,0,1.92,0.14,88.2,2.72,-2.42,No,0,Google Search,CMP609462,Yes,NF3019,Too Expensive,Yes,2024-07-20,3,16.1,FY2023-Q2
USR373276,PRF669868,Shared,18-24,Prefer Not to Say,Mexico,South Asia,Bangalore,Spanish,Spanish,Standard,6.01,2019-10-21,2024-03-27,Net Banking,1619,Yes,No,2,2,CNT334153,Marriage Story,Documentary,Documentary,French,Co-Production,2020,U/A 13+,1,1,2023-05-18,Thursday,21,66,104,63.5,In Progress,Yes,Sometimes,Italian,2.9,261,11,No,No,Yes,None,Yes,Yes,Yes,Tablet,Web,720p,Dolby Atmos,4,21.54,2.96,Broadband,Yes,No,Bela Bajaria,Millie Bobby Brown,Light-Hearted,6.6,59,91,142,7,27.2,181.1,Power User,Medium,Very Satisfied,-33,11,9.7,43,53,33,No,0.67,Yes,1.68,1.77,0.08,60.1,2.73,-2.06,Yes,5.07,App Store,CMP592489,Yes,NF1600,Temporary Pause,No,Not Applicable,3,42.4,FY2023-Q2
USR320939,PRF719489,Shared,55+,Female,India,North America,Toronto,Portuguese,English,Standard,6.01,2021-06-28,2024-10-05,Debit Card,1195,Yes,No,4,2,CNT145240,Sacred Games,Series,Animation,French,Netflix Original,2021,A,2,20,2024-02-20,Tuesday,11,67,108,62.0,In Progress,Yes,Always,Italian,4.2,20,73,Yes,Yes,Yes,Recommendations Only,Yes,No,Yes,Desktop,webOS,480p,Stereo,10,7.38,1.03,3G,No,No,David Fincher,Lee Jung-jae,Romantic,9.0,40,92,36,29,25.7,55.4,Churned,Medium,Very Dissatisfied,96,5,25.1,33,68,10,No,0.68,Yes,2.13,1.43,0.12,120.2,1.54,-0.86,No,0,App Store,CMP725510,No,None,Technical Issues,Yes,2024-05-08,4,3.8,FY2024-Q1
USR903061,PRF343807,Teen,13-17,Male,South Korea,Latin America,Bogotá,French,Portuguese,Mobile,1.8,2017-04-08,2024-09-24,Gift Card,2726,No,Yes,2,1,CNT528497,Black Mirror,Series,Thriller,German,Licensed,2024,U/A 7+,5,30,2024-06-28,Friday,16,10,50,20.0,In Progress,Yes,Never,English,2.9,295,66,Yes,Yes,No,None,Yes,No,No,Laptop,iOS,720p,Surround 5.1,6,9.57,0.2,Fiber,No,No,Jenji Kohan,Jason Bateman,Suspenseful,5.6,78,94,1,50,102.1,527.6,Churned,High,Dissatisfied,93,6,16.8,51,143,30,Yes,0.16,No,0,0.46,0.8,100.8,2.42,-2.26,No,0,Google Search,CMP686252,Yes,NF5170,Technical Issues,Yes,2024-03-11,4,23.5,FY2024-Q2
USR111230,PRF311505,Adult,55+,Non-Binary,Japan,Asia Pacific,Melbourne,Korean,English,Mobile,1.8,2023-05-22,2024-04-27,Gift Card,341,No,Yes,2,1,CNT635348,Squid Game,Documentary,Animation,Portuguese,Co-Production,2020,U/A 7+,1,1,2024-07-17,Wednesday,19,10,33,30.3,In Progress,Yes,Never,English,2.6,184,30,Yes,Yes,Yes,Recommendations Only,No,No,No,Tablet,Tizen,Dolby Vision,Stereo,1,6.95,0.14,Fiber,Yes,Yes,Jenji Kohan,Claire Foy,Suspenseful,7.9,91,65,38,31,139.0,722.9,Binge Watcher,High,Satisfied,55,30,8.2,60,104,36,Yes,0.29,Yes,3.76,1.86,0.4,84.6,1.8,-1.51,Yes,1.76,Google Search,CMP283537,No,None,Technical Issues,Yes,2024-10-17,3,24.5,FY2024-Q3
USR470711,PRF329183,Adult,25-34,Non-Binary,France,Middle East,Dubai,Spanish,Korean,Standard,6.01,2021-01-12,2024-10-21,PayPal,1378,No,Yes,4,2,CNT299405,Mirzapur,Talk Show,Action,Japanese,Licensed,2022,U/A 7+,1,1,2024-11-28,Thursday,14,12,170,7.1,Dropped,Yes,Never,Korean,2.9,446,33,Yes,Yes,Yes,All,No,Yes,Yes,Smart TV,iOS,4K HDR,Dolby Atmos,6,23.91,0.6,WiFi,Yes,No,Bela Bajaria,Lily Collins,Suspenseful,6.2,64,100,57,44,105.5,875.8,Power User,High,Dissatisfied,-54,24,36.7,18,102,14,Yes,1.16,Yes,3.65,0.53,0.29,186.31,2.18,-1.02,No,0,Social Media,CMP651273,Yes,NF8807,Found Alternative,Yes,2024-07-21,3,23.2,FY2024-Q4
USR855829,PRF383062,Adult,25-34,Female,France,Middle East,Dubai,Italian,French,Premium,7.82,2016-05-08,2024-12-23,Net Banking,3151,No,Yes,3,4,CNT305587,Red Notice,Movie,Drama,Korean,Netflix Original,2021,U/A 7+,1,1,2024-08-17,Saturday,3,51,103,49.5,In Progress,No,Always,Spanish,3.5,215,63,Yes,No,No,Recommendations Only,No,Yes,No,Smart TV,Web,480p,Stereo,5,5.01,0.53,5G,No,Yes,Reed Hastings,Nawazuddin Siddiqui,Suspenseful,6.2,75,76,61,18,71.2,477.8,Binge Watcher,High,Neutral,43,17,37.3,17,89,1,No,1.35,No,0,1.4,0.37,469.2,1.5,-0.15,No,0,Social Media,CMP468145,Yes,NF4744,Too Expensive,Yes,2024-08-08,5,46.2,FY2024-Q3
USR231113,PRF863124,Adult,55+,Female,Mexico,Europe,Rome,French,Korean,Standard,6.01,2018-12-25,2024-06-15,PayPal,1999,No,Yes,4,2,CNT886159,Cobra Kai,Series,Documentary,Tamil,Netflix Original,2019,U/A 7+,4,44,2023-05-29,Monday,5,58,106,54.7,In Progress,Yes,Sometimes,Hindi,3.5,48,8,No,Yes,Yes,Recommendations Only,Yes,Yes,No,Gaming Console,Web,480p,Dolby Atmos,10,7.64,0.92,3G,No,Yes,Alfonso Cuarón,Nawazuddin Siddiqui,Thought-Provoking,7.6,94,64,21,11,52.2,217.4,Power User,Medium,Satisfied,34,26,7.2,3,170,22,No,0.83,No,0,0.54,0.44,174.29,2.37,-1.54,No,0,Email Campaign,CMP599284,Yes,NF4012,Too Expensive,No,Not Applicable,3,46.8,FY2023-Q2
USR531736,PRF687783,Adult,35-44,Prefer Not to Say,France,Middle East,Cairo,Portuguese,Hindi,Premium,7.82,2022-01-28,2024-11-21,Debit Card,1028,No,Yes,5,4,CNT849666,Bird Box,Stand-Up,Romance,German,Co-Production,2023,U/A 16+,1,1,2023-08-21,Monday,2,83,133,62.4,In Progress,No,Always,French,2.5,40,54,Yes,No,No,None,No,No,Yes,Smart TV,Web,720p,Surround 5.1,5,7.53,1.3,WiFi,No,No,Martin Scorsese,Nawazuddin Siddiqui,Funny,6.2,59,60,1,34,122.5,1066.7,Casual Viewer,High,Very Satisfied,-62,1,38.8,2,48,6,No,1.55,No,0,1.89,0.48,46.92,2.41,-0.86,No,0,Google Search,CMP231113,No,None,Content Not Interesting,Yes,2023-01-08,5,21.3,FY2023-Q3
